District,Jurisdiction,Route,Route Name,VA Struc No.,Fed Struc Id,Crossing,Type,Year Built,Year Recnst (State),Year Recnst (Fed),Deck Cond,Super Cond,Sub Cond,Culvert Cond,Suffic Rating,NBI,Func Obslt,Struc Defic,Last Inspected,Weight Posting Status,Single Sign - Single Unit Vehicle - Posted Capacity (in tons),Dual Sign - Single Unit Vehicle - Posted Capacity (in tons),Dual Sign - Combination Unit Vehicle - Posted Capacity (in tons),Responsibility,Structure Length (FT),Structure Width (FT),Avg Daily Traffic,Road System,Health Index,Report Date
Lynchburg,Pittsylvania County,00863,Berry Hill Road,6530,0013775,Trotter's Creek,Culvert,1979,0,-1,N,N,N,6,98.5,N,,,11/13/2013,-,,,,VDOT,19,44,2225,Secondary,65.38,2/5/2014
Lynchburg,Pittsylvania County,00868,Silver Creek Road,6531,0013781,Silver Creek,Culvert,1967,0,-1,N,N,N,6,98.8,N,,,12/5/2013,-,,,,VDOT,12.1,68,650,Secondary,96.24,2/5/2014
Lynchburg,Pittsylvania County,00869,STONY MILL ROAD,6227,0013782,HARDYS CREEK,Culvert,1975,0,-1,N,N,N,6,99.6,Y,,,2/1/2012,-,,,,VDOT,24.9,70,1812,Secondary,95.33,2/5/2014
Lynchburg,Pittsylvania County,00869,Stony Mill Road,6228,0013783,Sandy River,Bridge,1975,0,-1,7,7,6,N,90.6,Y,,,5/14/2012,-,,,,VDOT,222.1,32.2,1812,Secondary,,2/5/2014
Lynchburg,Pittsylvania County,00870,VANDOLA ROAD,6489,0013784,STREAM,Culvert,1990,0,-1,N,N,N,6,98.9,Y,,,2/1/2012,-,,,,VDOT,22,159,495,Secondary,82.91,2/5/2014
Lynchburg,Pittsylvania County,00874,LOOMFIXER LAKE RD,6230,0013786,MCGUFF CREEK,Culvert,1985,0,-1,N,N,N,6,96.9,Y,,,2/1/2012,-,,,,VDOT,24,91,264,Secondary,99.8,2/5/2014
Lynchburg,Pittsylvania County,00882,West Sunrise Drive,6236,0013790,Stewarts Creek,Bridge,1932,0,-1,6,6,6,N,49.1,Y,FO,,5/2/2013,Posted,10,,,VDOT,41,20,390,Secondary,90.81,2/5/2014
Lynchburg,Pittsylvania County,00882,MEDICAL CENTER RD,6421,0013791,Sandy River,Bridge,1955,0,-1,6,6,6,N,85.9,Y,,,2/22/2012,-,,,,VDOT,129.9,27.2,463,Secondary,93.09,2/5/2014
Lynchburg,Pittsylvania County,00903,Galveston Road,6240,0013793,NS Railroad,Bridge,1970,0,-1,6,7,6,N,97.9,Y,,,9/10/2013,-,,,,VDOT,157.2,30.8,230,Secondary,97.63,2/5/2014
Lynchburg,Pittsylvania County,00908,FORD ROAD,6460,0013795,ATV PATH,Culvert,1932,0,-1,N,N,N,6,91.5,N,,,1/15/2014,-,,,,VDOT,6.9,100,56,Secondary,89.84,2/5/2014
Lynchburg,Pittsylvania County,00924,Pocket Road,6272,0013799,Sycamore Creek,Bridge,1988,0,-1,7,8,7,N,96.7,Y,,,9/5/2013,-,,,,VDOT,77.1,31.8,601,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00924,Pocket Road,6428,0013800,Route 29,Bridge,1973,0,-1,6,6,7,N,98.0,Y,,,8/16/2013,-,,,,VDOT,309.1,38.7,870,Secondary,97.99,2/5/2014
Lynchburg,Pittsylvania County,00924,POCKET ROAD,6539,0013802,STREAM,Culvert,1984,0,-1,N,N,N,6,96.9,N,,,1/23/2014,-,,,,VDOT,8.9,44,601,Secondary,97.66,2/5/2014
Lynchburg,Pittsylvania County,00927,HICKEYS ROAD,6246,0013803,Stinking River,Bridge,1976,0,-1,8,7,6,N,92.0,Y,,,10/3/2012,-,,,,VDOT,92.8,26.9,14,Secondary,77.44,2/5/2014
Lynchburg,Pittsylvania County,00932,SAILORS CREEK ROAD,6248,0013804,SAILOR CREEK,Culvert,1979,0,2011,N,N,N,7,97.0,N,,,6/28/2011,-,,,,VDOT,19,66.5,89,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00935,Lotus Drive,6080,0013806,Br Whitethorn Creek,Culvert,1974,0,-1,N,N,N,7,96.9,N,,,1/16/2014,-,,,,VDOT,9.8,62,423,Secondary,99.47,2/5/2014
Lynchburg,Pittsylvania County,00939,BROOKSIDE ROAD,6495,0013807,Sandy River,Bridge,1968,0,-1,6,7,6,N,92.8,Y,,,2/22/2012,-,,,,VDOT,172.9,30.2,316,Secondary,82.64,2/5/2014
Lynchburg,Pittsylvania County,00940,Owen's Mill Road,6493,0013809,Old Womans Creek,Culvert,1993,0,-1,N,N,N,6,98.8,Y,,,10/16/2013,-,,,,VDOT,33.1,120,436,Secondary,98.61,2/5/2014
Lynchburg,Pittsylvania County,00969,Sago Road,6287,0013811,Turkeycock Creek,Bridge,1957,0,-1,7,7,7,N,82.6,Y,,,6/17/2013,-,,,,VDOT,145,26.9,385,Secondary,94.55,2/5/2014
Lynchburg,Pittsylvania County,00969,SAGO ROAD,6480,0013812,SAILORS CREEK,Culvert,1963,2002,-1,N,N,N,8,99.5,N,,,1/6/2011,-,,,,VDOT,16.1,81,923,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00990,GRAVES BRIDGE ROAD,6463,0013813,STREAM,Culvert,1962,0,-1,N,N,N,6,100.0,N,,,1/15/2014,-,,,,VDOT,15.1,30,80,Secondary,33.33,2/5/2014
Lynchburg,Danville,01123,Holland Road,6477,0013816,Route 29 Bypass,Bridge,1979,0,-1,7,7,6,N,92.0,Y,,,2/8/2012,-,,,,VDOT,233.9,37.7,51,Secondary,99.04,2/5/2014
Lynchburg,Pittsylvania County,01336,Windy Road,6009,0013820,Stream,Culvert,1989,0,-1,N,N,N,7,92.6,N,,,2/25/2010,-,,,,VDOT,11.2,61,48,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,01428,Moses Mill Road,6427,0013822,Stream,Culvert,1979,0,-1,N,N,N,6,96.9,Y,,,8/12/2013,-,,,,VDOT,21,52,138,Secondary,93.65,2/5/2014
Lynchburg,Pittsylvania County,01529,PARKER ROAD,6283,0013824,STREAM,Culvert,1977,0,-1,N,N,N,7,88.3,Y,,,5/17/2012,-,,,,VDOT,23,80,401,Secondary,100,2/5/2014
Lynchburg,Nelson County,00006,Irish Road,1001,0012373,Cove Creek,Bridge,1933,2011,2011,7,7,6,N,78.4,Y,FO,,2/6/2013,-,,,,VDOT,97.5,28.3,1573,Primary,95.58,2/5/2014
Lynchburg,Nelson County,00006,Irish Road,1002,0012374,NS Railroad,Bridge,1939,0,2008,6,6,6,N,83.0,Y,,,5/17/2012,-,,,,VDOT,105,28.5,1573,Primary,97.17,2/5/2014
Lynchburg,Nelson County,00006,Irish Road,1003,0012375,Hickory Creek,Bridge,1933,2008,2008,6,6,6,N,75.3,Y,,,2/5/2013,-,,,,VDOT,98.1,28.5,1800,Primary,98.55,2/5/2014
Lynchburg,Nelson County,00006,River Road,1004,0012376,N. Fork Rockfish River,Bridge,1983,0,-1,7,8,8,N,93.9,Y,,,3/14/2013,-,,,,VDOT,183.1,45.9,3660,Primary,91.78,2/5/2014
Lynchburg,Nelson County,00029,Thomas Nelson Hwy,1013,0012377,Hickory Creek,Culvert,1976,0,-1,N,N,N,6,92.1,Y,,,10/23/2013,-,,,,VDOT,44.9,175,12547,Primary,99.05,2/5/2014
Lynchburg,Nelson County,00029,T. Nelson Hwy.NBL,1023,0012378,Buck Creek,Culvert,1955,0,-1,N,N,N,6,97.8,Y,,,10/24/2013,-,,,,VDOT,38.1,129,13000,Primary,89.15,2/5/2014
Lynchburg,Nelson County,00029,"T. Nelson Hwy, NBL",1024,0012379,Trib. Rockfish River,Culvert,1955,0,-1,N,N,N,6,96.8,N,,,2/1/2012,-,,,,VDOT,7.9,112,12547,Primary,100,2/5/2014
Lynchburg,Nelson County,00006,Rockfish Valley Hy,1026,0012381,CSX Railway,Bridge,1969,0,-1,7,7,6,N,83.6,Y,FO,,6/13/2013,-,,,,VDOT,38.1,35.1,1573,Primary,98.17,2/5/2014
Lynchburg,Nelson County,00029,T. Nelson Hwy.SBL,1027,0012382,Buck Creek,Culvert,1978,0,-1,N,N,N,6,95.8,Y,,,10/23/2013,-,,,,VDOT,36.1,161,13000,Primary,98.34,2/5/2014
Lynchburg,Nelson County,00006,Rockfish Valley Hw,1037,0012384,Mallory Creek,Bridge,1953,0,-1,6,6,6,N,59.8,Y,FO,,5/11/2012,-,,,,VDOT,100.1,32.2,7447,Primary,82.7,2/5/2014
Lynchburg,Nelson County,00006,River Road,1039,0012385,Trib. Rockfish River,Culvert,1957,0,-1,N,N,N,7,99.7,N,,,3/7/2012,-,,,,VDOT,5.9,103,3660,Primary,100,2/5/2014
Lynchburg,Nelson County,00006,River Road,1040,0012386,Trib. Rockfish River,Culvert,1958,0,-1,N,N,N,6,98.5,N,,,3/7/2012,-,,,,VDOT,6.9,75,3660,Primary,100,2/5/2014
Lynchburg,Nelson County,00006,River Road,1041,0012387,Trib. Rockfish River,Culvert,1959,0,-1,N,N,N,6,99.1,N,,,3/7/2012,-,,,,VDOT,7.9,43,3660,Primary,68.99,2/5/2014
Lynchburg,Nelson County,00029,SBL   T.Nelson Hwy,1077,0012388,Stream,Culvert,1978,0,-1,N,N,N,7,98.4,Y,,,12/11/2013,-,,,,VDOT,24,175,6273,Primary,100,2/5/2014
Lynchburg,Nelson County,00006,Rockfish Valley Hy,1083,0012389,Trib. Rockfish River,Culvert,1953,0,-1,N,N,N,7,97.9,N,,,11/1/2011,-,,,,VDOT,13.1,42,7447,Primary,66.67,2/5/2014
Lynchburg,Nelson County,00006,Rockfish Valley Hy,1084,0012390,Trib. Rockfish River,Culvert,1953,0,-1,N,N,N,6,97.9,N,,,11/1/2011,-,,,,VDOT,13.1,47,7447,Primary,92.38,2/5/2014
Lynchburg,Nelson County,00006,Rockfish Valley Hy,1112,0012392,Goodwin Creek,Bridge,1962,0,-1,6,6,6,N,62.6,Y,FO,,5/9/2013,-,,,,VDOT,65.9,29.9,7447,Primary,87.12,2/5/2014
Lynchburg,Nelson County,00006,Rockfish Valley Hw,1114,0012393,Williams Creek,Culvert,1962,0,-1,N,N,N,6,94.9,Y,,,9/10/2013,-,,,,VDOT,26.9,91,7447,Primary,99.81,2/5/2014
Lynchburg,Nelson County,00006,Rockfish Valley Hw,1115,0012394,Williams Creek,Culvert,1962,0,-1,N,N,N,7,95.0,Y,,,11/14/2013,-,,,,VDOT,26.9,104,7200,Primary,100,2/5/2014
Lynchburg,Nelson County,00029,Thomas Nelson Hwy,1121,0012395,Rockfish River,Bridge,1980,0,2013,9,6,7,N,96.8,Y,,,12/6/2013,-,,,,VDOT,380,41.7,12421,Primary,92.99,2/5/2014
Lynchburg,Nelson County,00029,Thm Nelson Hwy NBL,1123,0012396,Rockfish River,Bridge,1966,0,-1,6,6,6,N,90.8,Y,,,5/28/2013,-,,,,VDOT,405.8,36.1,12000,Primary,92.7,2/5/2014
Lynchburg,Nelson County,00029,Thomas Nelson Hwy,1010,0012398,Davis Creek,Bridge,1932,1971,-1,6,6,6,N,59.1,Y,FO,,11/1/2013,-,,,,VDOT,32.2,32.2,6745,Primary,93.13,2/5/2014
Lynchburg,Nelson County,00029,NBL  0029,1038,0012399,Rucker Run,Culvert,1970,0,-1,N,N,N,6,98.3,Y,,,7/1/2013,-,,,,VDOT,30.8,97,7913,Primary,98.39,2/5/2014
Lynchburg,Nelson County,00029,SBL ROUTE 29,1043,0012401,Rucker Run,Bridge,1932,2012,2012,9,9,7,N,96.7,Y,,,11/27/2012,-,,,,VDOT,26,42,14000,Primary,100,2/5/2014
Lynchburg,Nelson County,00029,Thomas Nelson Hwy,1044,0012402,Br. Rucker Run,Culvert,1954,0,-1,N,N,N,6,78.6,N,,,11/14/2013,-,,,,VDOT,6.9,251,15827,Primary,99.74,2/5/2014
Lynchburg,Nelson County,00029,Front Road,1046,0012403,Town Creek,Culvert,1932,0,-1,N,N,N,7,95.7,N,,,3/6/2012,-,,,,VDOT,19,43,3236,Primary,100,2/5/2014
Lynchburg,Nelson County,00029,Front Road,1047,0012404,Trib. Town Creek,Culvert,1960,0,-1,N,N,N,6,97.7,N,,,3/7/2012,-,,,,VDOT,6.9,56,13521,Primary,100,2/5/2014
Lynchburg,Nelson County,00029,NBL T. Nelson Hwy,1124,0012408,Muddy Creek,Culvert,1966,0,-1,N,N,N,6,96.4,Y,,,12/9/2013,-,,,,VDOT,33.1,102,6745,Primary,85.62,2/5/2014
Lynchburg,Nelson County,00056,Tye Brook Road,1006,0012411,Jenny's Creek,Culvert,1987,0,-1,N,N,N,7,98.9,Y,,,11/13/2013,-,,,,VDOT,23,78,1184,Primary,100,2/5/2014
Lynchburg,Nelson County,00056,Tye Brook Hwy.,1008,0012412,Black Creek,Bridge,1931,0,1995,6,6,7,N,92.4,Y,,,8/10/2012,-,,,,VDOT,98.1,33.1,1200,Primary,88.98,2/5/2014
Lynchburg,Nelson County,00056,James River Road,1014,0012413,Nero Creek,Culvert,1970,0,-1,N,N,N,7,96.6,Y,,,4/17/2013,-,,,,VDOT,36.1,51,801,Primary,100,2/5/2014
Lynchburg,Nelson County,00056,Crabtree Falls Hwy,1016,0012414,Tye River,Bridge,1936,1983,-1,6,6,6,N,79.4,Y,,,1/11/2013,-,,,,VDOT,169.9,25.3,792,Primary,84.95,2/5/2014
Lynchburg,Nelson County,00056,Tye Brook Road,1017,0012415,Tye River,Bridge,1987,0,-1,7,7,7,N,91.7,Y,,,7/3/2013,-,,,,VDOT,199.1,33.1,1184,Primary,99.97,2/5/2014
Lynchburg,Nelson County,00056,Crabtree Falls Hwy,1018,0012416,Mill Race Overflow,Bridge,1939,2001,-1,7,7,7,N,76.7,Y,,,1/9/2013,-,,,,VDOT,42,27.6,1003,Primary,99.61,2/5/2014
Lynchburg,Nelson County,00056,Crabtree Falls Hwy,1019,0012417,Tye River,Bridge,1939,2001,-1,7,6,7,N,79.7,Y,,,1/11/2013,-,,,,VDOT,209,25.9,675,Primary,91.23,2/5/2014
Lynchburg,Nelson County,00056,Crabtree Falls Hwy,1020,0012418,Tye River,Bridge,1977,2010,2010,7,7,7,N,99.8,Y,,,9/10/2012,-,,,,VDOT,169.9,32.8,675,Primary,99.75,2/5/2014
Lynchburg,Nelson County,00056,Crabtree Falls Hwy,1021,0012419,Tye River,Bridge,1971,0,-1,6,6,6,N,93.0,Y,,,5/28/2013,-,,,,VDOT,144,31.8,675,Primary,89.67,2/5/2014
Lynchburg,Nelson County,00056,James River Road,1035,0012420,Buffalo Creek,Culvert,1976,0,-1,N,N,N,7,95.6,Y,,,4/16/2013,-,,,,VDOT,21,43,2200,Primary,100,2/5/2014
Lynchburg,Nelson County,00056,James River Rd,1059,0012421,Tributary James River,Bridge,1935,0,-1,6,6,6,N,94.8,N,,,5/15/2013,-,,,,VDOT,8.9,28.9,270,Primary,93.07,2/5/2014
Lynchburg,Nelson County,00056,James River Road,1061,0012423,Tributary Rucker Run,Culvert,1953,0,-1,N,N,N,7,95.8,N,,,2/7/2012,-,,,,VDOT,19,42,1967,Primary,96.86,2/5/2014
Lynchburg,Nelson County,00056,James River Road,1062,0012424,Branch Rucker Run,Culvert,1953,0,-1,N,N,N,6,96.4,Y,,,4/17/2013,-,,,,VDOT,24,50,1967,Primary,99,2/5/2014
Lynchburg,Nelson County,00056,James River Road,1063,0012425,Trib. Dillard Creek,Culvert,1953,0,-1,N,N,N,6,96.0,N,,,2/7/2012,-,,,,VDOT,16.1,69,1967,Primary,66.67,2/5/2014
Lynchburg,Nelson County,00056,Tye Brook Hwy.,1064,0012426,Black Creek,Bridge,1932,1994,-1,6,6,6,N,67.9,N,,,11/9/2012,-,,,,VDOT,9.8,34.1,1184,Primary,90.86,2/5/2014
Lynchburg,Nelson County,00056,Patrick Henry Hwy.,1066,0012428,Jennys Creek,Bridge,1932,0,-1,6,6,6,N,95.6,N,,,2/7/2013,-,,,,VDOT,12.1,33.8,1770,Primary,86.63,2/5/2014
Lynchburg,Nelson County,00056,Crabtree Falls Hwy,1068,0012429,Trib. Tye River,Culvert,1932,0,-1,N,N,N,7,97.8,N,,,4/19/2012,-,,,,VDOT,16.1,41,792,Primary,100,2/5/2014
Lynchburg,Nelson County,00056,Crabtree Falls Hwy,1069,0012430,Trib. Tye River,Bridge,1932,0,-1,7,7,6,N,81.8,N,,,5/13/2013,-,,,,VDOT,19,25.6,675,Primary,98.56,2/5/2014
Lynchburg,Nelson County,00056,Crabtree Falls Hwy,1071,0012431,Silver Creek,Culvert,1971,0,-1,N,N,N,7,97.9,Y,,,9/4/2013,-,,,,VDOT,23,42,675,Primary,96.08,2/5/2014
Lynchburg,Nelson County,00056,Crabtree Falls Hwy,1074,0012432,Coxs Creek,Culvert,1971,0,-1,N,N,N,7,98.9,Y,,,9/5/2013,-,,,,VDOT,33.1,49,675,Primary,100,2/5/2014
Lynchburg,Nelson County,00056,Crabtree Falls Hwy,1076,0012433,South Fork Tye River,Bridge,1989,0,-1,7,7,7,N,96.8,Y,,,9/5/2013,-,,,,VDOT,40,44.9,297,Primary,92.51,2/5/2014
Lynchburg,Nelson County,00056,Tye Brook Hwy.,1103,0012434,Trib. Black Creek,Culvert,1932,0,-1,N,N,N,6,96.8,N,,,5/7/2012,-,,,,VDOT,5.9,110,1184,Primary,95.83,2/5/2014
Lynchburg,Nelson County,00056,Tye Brook Road,1104,0012435,Trib. Black Creek,Culvert,1932,0,-1,N,N,N,6,96.8,N,,,5/7/2012,-,,,,VDOT,11.2,68,1184,Primary,97.53,2/5/2014
Lynchburg,Nelson County,00056,Tye Brook Highway,1105,0012436,Trib. Black Creek,Culvert,1932,0,-1,N,N,N,6,96.8,N,,,5/7/2012,-,,,,VDOT,13.1,76,1184,Primary,97.57,2/5/2014
Lynchburg,Nelson County,00056,Crabtree Falls Hwy,1117,0012438,Cripple Creek,Culvert,1971,0,-1,N,N,N,7,98.9,Y,,,9/4/2013,-,,,,VDOT,21,44,675,Primary,91.48,2/5/2014
Lynchburg,Nelson County,00056,Crabtree Falls Hwy,1122,0012439,Tye River @ Massies Mill,Bridge,1966,0,2010,7,6,7,N,95.4,Y,,,9/10/2012,-,,,,VDOT,138.1,33.8,792,Primary,99.95,2/5/2014
Lynchburg,Nelson County,00151,Patrick Henry Hwy.,1005,0012444,Allens Creek,Culvert,1979,0,-1,N,N,N,7,96.1,Y,,,4/18/2013,-,,,,VDOT,34.1,50,1770,Primary,100,2/5/2014
Lynchburg,Nelson County,00151,Patrick Henry Hwy.,1029,0012445,Stoney Creek,Bridge,1936,1984,-1,6,7,6,N,89.5,Y,,,5/9/2013,-,,,,VDOT,54.1,38.7,4626,Primary,85.78,2/5/2014
Lynchburg,Nelson County,00151,Rockfish Valley Hy,1030,0012446,Spruce Creek,Bridge,1936,1977,-1,6,6,7,N,70.6,Y,FO,,11/19/2012,-,,,,VDOT,44,25.6,4626,Primary,99.4,2/5/2014
Lynchburg,Nelson County,00151,Rockfish Valley Hy,1031,0012447,S Fork Rockfish River,Bridge,1936,1980,-1,6,6,6,N,65.8,Y,FO,,10/4/2012,-,,,,VDOT,112.9,25.6,4626,Primary,88.05,2/5/2014
Lynchburg,Nelson County,00151,Rockfish Valley Hy,1032,0012448,Reeds Creek,Bridge,1936,1977,-1,6,7,7,N,70.6,Y,FO,,11/5/2012,-,,,,VDOT,44,25.3,4626,Primary,89.74,2/5/2014
Lynchburg,Nelson County,00006,Afton Mountain Rd.,1082,0012451,Hayes Branch,Bridge,1932,0,-1,6,6,7,N,73.9,N,FO,,5/13/2013,-,,,,VDOT,16.1,25.9,8310,Primary,82.54,2/5/2014
Lynchburg,Nelson County,00151,Rockfish Valley Hy,1086,0012452,Trib. Rockfish River,Culvert,1932,0,-1,N,N,N,7,95.2,N,,,4/19/2012,-,,,,VDOT,11.2,72,7447,Primary,100,2/5/2014
Lynchburg,Nelson County,00151,Rockfish Valley Hy,1088,0012454,Trib. S.F. Rockfish Rvr.,Culvert,1980,0,-1,N,N,N,7,94.8,N,,,4/10/2012,-,,,,VDOT,19,87,4626,Primary,100,2/5/2014
Lynchburg,Nelson County,00151,Rockfish Valley Hy,1090,0012455,Br Spruce Creek,Culvert,1980,2011,2011,N,N,N,9,96.6,N,,,6/28/2011,-,,,,VDOT,16.1,64,4626,Primary,100,2/5/2014
Lynchburg,Nelson County,00151,Patrick Henry Hwy,1091,0012456,Stream,Culvert,1932,0,-1,N,N,N,7,97.5,N,,,4/10/2012,-,,,,VDOT,5.9,80,1413,Primary,100,2/5/2014
Lynchburg,Nelson County,00151,Patrick Henry Hwy.,1094,0012457,Trib. Hat Creek,Bridge,1932,0,-1,6,6,7,N,71.6,N,FO,,5/13/2013,-,,,,VDOT,18,25.6,1413,Primary,96.3,2/5/2014
Lynchburg,Nelson County,00151,Patrick Henry Hwy.,1096,0012458,Trib. Hat Creek,Bridge,1932,0,-1,6,6,7,N,76.8,N,FO,,5/13/2013,-,,,,VDOT,18,25.6,1413,Primary,86.27,2/5/2014
Lynchburg,Nelson County,00151,Patrick Henry Hwy.,1097,0012459,Trib. Hat Creek,Bridge,1932,0,-1,7,7,6,N,76.5,N,FO,,6/24/2013,-,,,,VDOT,18,25.6,1413,Primary,96.29,2/5/2014
Lynchburg,Nelson County,00151,Patrick Henry Hwy.,1099,0012461,Branch Hat Creek,Bridge,1932,0,-1,6,6,6,N,51.8,Y,,,5/15/2013,-,,,,VDOT,23,25.6,1799,Primary,85.71,2/5/2014
Lynchburg,Nelson County,00151,Rockfish Valley Hy,1127,0012463,Andersons Creek,Culvert,1966,0,-1,N,N,N,6,97.5,N,,,4/19/2012,-,,,,VDOT,9.8,76,8400,Primary,99.12,2/5/2014
Lynchburg,Nelson County,00606,Buffalo Station Dr,6127,0012465,Branch of Owens Creek,Bridge,1932,1978,-1,6,7,6,N,85.7,N,,,5/16/2013,-,,,,VDOT,21,16.1,54,Secondary,75.89,2/5/2014
Lynchburg,Nelson County,00613,Rocky Road,6262,0012473,Branch Rockfish River,Culvert,1970,0,-1,N,N,N,6,96.9,Y,,,12/11/2013,-,,,,VDOT,29.9,49,318,Secondary,66.67,2/5/2014
Lynchburg,Nelson County,00616,Hickory Creek Road,6007,0012474,Hickory Creek,Culvert,1976,0,-1,N,N,N,7,96.9,Y,,,10/23/2013,-,,,,VDOT,37.1,112,140,Secondary,100,2/5/2014
Lynchburg,Nelson County,00616,Hickory Creek Road,6133,0012475,Hickory Creek,Culvert,1969,0,-1,N,N,N,6,96.0,N,,,8/4/2011,-,,,,VDOT,20,50,189,Secondary,97.96,2/5/2014
Lynchburg,Nelson County,00617,Rockfish River Rd.,6134,0012477,Ivy Run,Bridge,1932,2011,2011,8,8,7,N,97.0,N,,,6/24/2013,-,,,,VDOT,24.5,23.8,71,Secondary,100,2/5/2014
Lynchburg,Nelson County,00617,Rockfish River Rd.,6268,0012480,Cove Creek,Culvert,1967,0,-1,N,N,N,7,96.9,Y,,,4/16/2013,-,,,,VDOT,36.1,51,310,Secondary,100,2/5/2014
Lynchburg,Nelson County,00619,Twin Poplars Loop,6270,0012481,Branch of Buck Creek,Culvert,1978,0,-1,N,N,N,6,98.9,N,,,11/1/2011,-,,,,VDOT,14.1,101,301,Secondary,98.03,2/5/2014
Lynchburg,Nelson County,00620,Pleasant Hill Cir.,6242,0012484,Cattle Pass,Bridge,1960,0,-1,8,7,7,N,77.9,N,FO,,5/9/2013,-,,,,VDOT,8.9,13.5,260,Secondary,80.87,2/5/2014
Lynchburg,Nelson County,00622,Allens Creek Road,6139,0012485,Br. James River,Culvert,1974,2011,2011,N,N,N,9,97.0,N,,,11/16/2011,-,,,,VDOT,16.1,61,203,Secondary,100,2/5/2014
Lynchburg,Nelson County,00623,Myndus Road,6140,0012489,Muddy Creek,Culvert,1969,2010,2010,N,N,N,7,97.0,Y,,,12/4/2012,-,,,,VDOT,27.9,32,289,Secondary,100,2/5/2014
Lynchburg,Nelson County,00625,Perry Lane,6145,0012490,Davis Creek,Culvert,1970,2006,-1,N,N,N,8,90.9,Y,,,5/7/2012,-,,,,VDOT,24.9,43,120,Secondary,100,2/5/2014
Lynchburg,Nelson County,00626,Cabell Road,6001,0012491,Slater Branch,Culvert,1994,2010,2010,N,N,N,7,95.9,Y,,,12/5/2012,-,,,,VDOT,23,61,149,Secondary,100,2/5/2014
Lynchburg,Nelson County,00626,Cabell Road,6022,0012493,Swan Creek,Bridge,1951,0,-1,6,6,7,N,74.1,Y,,,5/1/2012,-,,,,VDOT,33.1,22,149,Secondary,74.84,2/5/2014
Lynchburg,Nelson County,00626,Cabell Road,6023,0012494,Mayo Creek,Culvert,1979,0,-1,N,N,N,7,96.9,Y,,,9/9/2013,-,,,,VDOT,21,34,149,Secondary,100,2/5/2014
Lynchburg,Nelson County,00626,Norwood Road,6149,0012498,Branch Owens Creek,Bridge,1932,0,-1,8,8,6,N,89.0,N,FO,,5/9/2013,-,,,,VDOT,13.1,18.7,206,Secondary,99.31,2/5/2014
Lynchburg,Nelson County,00626,Norwood Road,6150,0012499,Branch Owens Creek,Bridge,1932,0,-1,7,7,6,N,76.7,N,FO,,5/9/2013,-,,,,VDOT,20,18.7,210,Secondary,100,2/5/2014
Lynchburg,Nelson County,00626,Norwood Road,6151,0012500,Branch Owens Creek,Bridge,1950,0,-1,7,7,6,N,76.7,N,FO,,5/9/2013,-,,,,VDOT,20,19.4,210,Secondary,98.65,2/5/2014
Lynchburg,Nelson County,00626,Norwood Road,6152,0012501,Carter Creek,Bridge,1952,0,-1,6,6,6,N,78.0,N,FO,,12/5/2012,-,,,,VDOT,12.1,20.3,193,Secondary,98.47,2/5/2014
Lynchburg,Nelson County,00630,Green Creek Road,6155,0012504,Ivy Creek,Bridge,1950,0,-1,7,7,6,N,89.8,N,,,6/21/2012,-,,,,VDOT,19,20.3,40,Secondary,87.15,2/5/2014
Lynchburg,Nelson County,00632,Shiloh Loop,6030,0012506,Cove Creek,Bridge,1971,2006,2006,8,8,7,N,90.4,Y,,,12/3/2012,-,,,,VDOT,91.9,25.6,158,Secondary,98.92,2/5/2014
Lynchburg,Nelson County,00634,Adial Road,6032,0012509,Rockfish River,Bridge,1970,0,-1,6,6,7,N,97.8,Y,,,3/14/2013,-,,,,VDOT,145,31.8,500,Secondary,99.14,2/5/2014
Lynchburg,Nelson County,00634,Route 634,6034,0012510,S Fork Rockfish River,Bridge,1974,0,-1,7,6,7,N,92.3,Y,,,4/5/2013,-,,,,VDOT,80.1,29.9,555,Secondary,97.37,2/5/2014
Lynchburg,Nelson County,00635,Greenfield Road,6036,0012511,Taylors Creek,Bridge,1973,0,-1,7,7,7,N,84.8,Y,,,5/9/2013,-,,,,VDOT,41,30.2,956,Secondary,98.74,2/5/2014
Lynchburg,Nelson County,00635,Greenfield Road,6037,0012512,N Fork Rockfish River,Bridge,1972,0,-1,7,7,7,N,84.3,Y,,,4/30/2013,-,,,,VDOT,105,29.9,956,Secondary,99.86,2/5/2014
Lynchburg,Nelson County,00635,Rockfish School Rd,6161,0012515,Mallory Creek,Culvert,1972,0,-1,N,N,N,6,99.9,N,,,11/3/2011,-,,,,VDOT,19,48,1359,Secondary,66.67,2/5/2014
Lynchburg,Nelson County,00635,Greenfield Road,6263,0012516,Branch Perry Creek,Culvert,1992,0,-1,N,N,N,6,97.0,Y,,,9/10/2013,-,,,,VDOT,23,61,347,Secondary,98.89,2/5/2014
Lynchburg,Nelson County,00639,Craigtown Road,6005,0012519,Nero Creek,Culvert,1958,0,-1,N,N,N,7,95.8,N,,,2/1/2012,-,,,,VDOT,5.9,40,490,Secondary,100,2/5/2014
